epoch,train_loss,train_auc,val_loss,val_auc,lr,time_s
1,0.24065573042944857,0.9690562060504258,0.2240957005156411,1.0,9.757729755661011e-05,212.2730929851532
2,0.1912860743897526,0.9884683182389649,0.24551523394054836,1.0,9.05463412215599e-05,257.5819969177246
3,0.19357171340992577,0.9898416364236226,0.21563688086138832,1.0,7.959536998847742e-05,260.8913941383362
4,0.141696666416369,0.9917238794191919,0.2270264079173406,1.0,6.57963412215599e-05,269.73137521743774
5,0.16631495746734895,0.9967678082912458,0.22219945821497175,1.0,5.05e-05,277.4995872974396
6,0.14356874507900916,0.9900418454367286,0.2156365911165873,1.0,3.5203658778440106e-05,270.86725401878357
7,0.1655277218669653,0.9952435505631255,0.21530799898836347,1.0,2.1404630011522586e-05,278.79409289360046
8,0.1517270052511441,0.9880455092397844,0.2160589595635732,1.0,1.0453658778440109e-05,274.5380220413208
